search_idx,iteration,mean_test_score,std_test_score,mean_train_score,std_train_score,params,metric,n_neighbors,weights
1,39,0.4482187393361311,0.02114138947633302,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'distance'}",euclidean,12,distance
1,40,0.3469819380797582,0.020312936389792677,0.35191258381108137,0.008521448072977332,"{'metric': 'manhattan', 'n_neighbors': 59, 'weights': 'uniform'}",manhattan,59,uniform
1,41,0.3485326446271819,0.031140074454950425,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 62, 'weights': 'distance'}",euclidean,62,distance
1,42,0.3862920262860331,0.024966918341823224,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 37, 'weights': 'distance'}",manhattan,37,distance
1,43,0.332638504448623,0.02064334853075482,0.33047671094402187,0.006463823923103626,"{'metric': 'manhattan', 'n_neighbors': 70, 'weights': 'uniform'}",manhattan,70,uniform
1,44,0.31684878238775643,0.02411110221603049,0.3231909123389626,0.009675852333690602,"{'metric': 'euclidean', 'n_neighbors': 82, 'weights': 'uniform'}",euclidean,82,uniform
1,45,0.4094059630553315,0.01962290839194049,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 28, 'weights': 'distance'}",manhattan,28,distance
1,46,0.38243306508515285,0.019631778309387227,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 42, 'weights': 'distance'}",manhattan,42,distance
1,47,0.36991289903702534,0.025140215827494008,0.4073370886832167,0.0066073267619253745,"{'metric': 'euclidean', 'n_neighbors': 14, 'weights': 'uniform'}",euclidean,14,uniform
1,48,0.4055816062538387,0.022310911017442408,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 29, 'weights': 'distance'}",manhattan,29,distance
1,49,0.3605375378628828,0.01808271253637122,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 61, 'weights': 'distance'}",manhattan,61,distance
1,50,0.36405218686573104,0.020814382262463488,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 39, 'weights': 'distance'}",euclidean,39,distance
1,51,0.33370589451316923,0.023968989747065576,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 95, 'weights': 'distance'}",manhattan,95,distance
1,52,0.4980010074529262,0.016729678473995983,0.7642769460977761,0.006470045411975386,"{'metric': 'manhattan', 'n_neighbors': 3, 'weights': 'uniform'}",manhattan,3,uniform
1,53,0.4125032802495542,0.02017571390720144,1.0,0.0,"{'metric': 'manhattan', 'n_neighbors': 26, 'weights': 'distance'}",manhattan,26,distance
1,54,0.3997714724115062,0.024969465527972384,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 22, 'weights': 'distance'}",euclidean,22,distance
1,55,0.3749915680127382,0.024307640078704906,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 29, 'weights': 'distance'}",euclidean,29,distance
1,56,0.3194845419644877,0.025434214057180195,0.32589316327160056,0.00831145495940497,"{'metric': 'euclidean', 'n_neighbors': 85, 'weights': 'uniform'}",euclidean,85,uniform
1,57,0.31684878238775643,0.02411110221603049,0.3231909123389626,0.009675852333690602,"{'metric': 'euclidean', 'n_neighbors': 82, 'weights': 'uniform'}",euclidean,82,uniform
1,58,0.30777323406883283,0.026821120109603948,0.306317772451449,0.009082268496783454,"{'metric': 'manhattan', 'n_neighbors': 100, 'weights': 'uniform'}",manhattan,100,uniform
1,59,0.3502908756487983,0.029977190540582475,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 63, 'weights': 'distance'}",euclidean,63,distance
1,60,0.391927258151829,0.01825478571619612,1.0,0.0,"{'metric': 'euclidean', 'n_neighbors': 23, 'weights': 'distance'}",euclidean,23,distance
1,61,0.3660967524985673,0.026276559451444963,0.3855636676116469,0.003601772446137251,"{'metric': 'euclidean', 'n_neighbors': 25, 'weights': 'uniform'}",euclidean,25,uniform
1,62,0.3173708967958621,0.024468699917989056,0.3211964397141305,0.00818417613712896,"{'metric': 'euclidean', 'n_neighbors': 93, 'weights': 'uniform'}",euclidean,93,uniform
